BoundingName | ModelName | Positions | BoundingScale | ModelScale | Model Rotation | Bounding Rotation | Offset | Mass 	//numberOfBodies on first line
18#
box0,cube,0,0,0,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box1,cube,50,0,0,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box2,cube,-50,0,0,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box3,cube,0,0,50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box4,cube,0,0,-50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box5,cube,-50,0,-50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box6,cube,-50,0,50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box7,cube,50,0,50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box8,cube,50,0,-50,25,0.075,25,25,0.1,25,0,0,0,0,0,0,1.49012e-08,0,0,0,
box9,catjeep,-44.4605,3.57499,-31.0985,2.85001,2.55,4.50001,0.02,0.02,0.02,0,0,0,0,0,0,-0.2,1.49012e-08,-1.9,0,
box10,catjeep,24.4605,3.57499,1.0985,2.85001,2.55,4.50001,0.02,0.02,0.02,0,0,0,0,0,0,-0.2,1.49012e-08,-1.9,0,
box11,catjeep,-3.4605,3.57499,38.0985,2.85001,2.55,4.50001,0.02,0.02,0.02,0,5,0,0,0,0,-0.2,1.49012e-08,-1.9,0,
box12,tower,5.15783,20.7749,-65.8801,22.9499,22.9499,22.9499,0.02,0.02,0.02,0,320.6,0,0,0,0,0,0,0,0,
box13,heli,-34.9319,2.96491,7.29168,7.20001,2.2,3.3,0.06,0.06,0.06,0,215.1,0,0,0,0,0,0,0,0,
box14,heli,-34.9319,2.96491,20.29168,7.20001,2.2,3.3,0.06,0.06,0.06,0,215.1,0,0,0,0,0,0,0,0,
box15,heli,-34.9319,2.96491,33.29168,7.20001,2.2,3.3,0.06,0.06,0.06,0,215.1,0,0,0,0,0,0,0,0,
box16,heart,-4.26411,1.17498,-1.5126,0.4,0.3,-0.25,0.14,0.14,0.14,0,0,0,0,0,0,0,-1.1,0,0,
box17,shield, -5.26411,2.57498,0.5126,0.4,0.3,-0.25,0.035,0.035,0.035,0,0,0,0,0,0,0,-1.1,0,0,
